ID,Label
10001,0.3613260930246225
10002,0.3737307692307692
10003,0.3294280868340466
10004,0.33817238317238313
10005,0.3438822288822289
10006,0.21930361365500683
10007,0.6646391108891109
10008,0.2639877344877345
10009,0.4055131796308266
10010,0.3709618961619735
10011,0.5102368326118326
10012,0.4683356684165507
10013,0.21354231879231877
10014,0.4636898430516851
10015,0.4090888294711824
10016,0.5450193140193139
10017,0.17810422545290966
10018,0.37182936507936504
10019,0.25712506937506935
10020,0.5575630203130203
10021,0.43267865631100927
10022,0.1815045648795649
10023,0.4830729548229548
10024,0.3081173446436604
10025,0.2797103174603175
10026,0.45947177658942356
10027,0.39438474107591753
10028,0.2837636807636808
10029,0.3209818376068377
10030,0.15751703791564473
10031,0.402371825285138
10032,0.33145644633144633
10033,0.4154826978576978
10034,0.24154557942057941
10035,0.24023600337570927
10036,0.4711788766788765
10037,0.4378023643023643
10038,0.42771739371739365
10039,0.3888559423033107
10040,0.43409607059607047
10041,0.5270394327894328
10042,0.2682389687625756
10043,0.38365559440559444
10044,0.30627175438940146
10045,0.4769285400272242
10046,0.5214893994893995
10047,0.5304551898479917
10048,0.318163961038961
10049,0.3594643656996599
10050,0.2979640041331218
10051,0.8142528998779001
10052,0.46662526362526363
10053,0.2623811964179611
10054,0.3752707292707293
10055,0.1948430735930736
10056,0.39325573038073036
10057,0.3167460203195497
10058,0.4355112942612944
10059,0.44950388521866846
10060,0.21905404683036264
10061,0.25766113053613054
10062,0.3135027750027749
10063,0.6628786213786213
10064,0.39889258402416305
10065,0.28126739926739924
10066,0.39446503496503493
10067,0.503316267066267
10068,0.5568448773448772
10069,0.2944498556998557
10070,0.6635112942612943
10071,0.4794830698627137
10072,0.206181388056388
10073,0.3932580654639478
10074,0.36556940281940276
10075,0.2897048229548229
10076,0.45732823244007453
10077,0.39735607448107446
10078,0.378788073038073
10079,0.2612470446220446
10080,0.3066917624858801
10081,0.3073596593465014
10082,0.6259301850110673
10083,0.2577378732378733
10084,0.31543284493284496
10085,0.5460937575496401
10086,0.6307199817726132
10087,0.491443722943723
10088,0.19695619658119656
10089,0.3254188311688312
10090,0.4279244807480101
10091,0.4362126566244213
10092,0.554882228882229
10093,0.33814568399436823
10094,0.4342485014985015
10095,0.3850318986568987
10096,0.45520387945387936
10097,0.3874592115400939
10098,0.33480619380619386
10099,0.28044244133059926
10100,0.2627571178821179
10101,0.31150277500277496
10102,0.3937716450216449
10103,0.7261904761904762
10104,0.18623611111111113
10105,0.211895202020202
10106,0.40194239257474557
10107,0.4389970193205487
10108,0.33542123154623155
10109,0.346906125737008
10110,0.3649539325054032
10111,0.5017189566968978
10112,0.3564224664224664
10113,0.35104268465452676
10114,0.23758333333333329
10115,0.33036320215731974
10116,0.11305982905982907
10117,0.3056169247419247
10118,0.9116428571428571
10119,0.34979938117438114
10120,0.26370757020757024
10121,0.23372113997113997
10122,0.2673493312243312
10123,0.2137429237429237
10124,0.44353957072339434
10125,0.5095975690975691
10126,0.28637506937506946
10127,0.33375821400821404
10128,0.4876342560947824
10129,0.4842827907386731
10130,0.20483939671439672
10131,0.35493190289242915
10132,0.2379285714285714
10133,0.3146304251304251
10134,0.4471696092005689
10135,0.14157659987071752
10136,0.24026373626373626
10137,0.367799062049062
10138,0.2522180735930735
10139,0.19386810411810412
10140,0.21581367243867247
10141,0.21521103896103896
10142,0.28547518657812776
10143,0.2882043414102238
10144,0.2089061314502491
10145,0.2797568142641672
10146,0.4826198915463622
10147,0.3302980157097805
10148,0.251294191919192
10149,0.42314124764124755
10150,0.3563436702186702
10151,0.3040274170274171
10152,0.44341691641691633
10153,0.3882312607842794
10154,0.48436585636585633
10155,0.3414244864612512
10156,0.22584705164116925
10157,0.2630592740592741
10158,0.545668837483466
10159,0.3349355089355089
10160,0.22063939655116127
10161,0.4478949938949939
10162,0.21235939060939063
10163,0.3508736263736264
10164,0.30293117993118
10165,0.1686245684140421
10166,0.2547640039698863
10167,0.5458949073802014
10168,0.23981067951656182
10169,0.3782320004556846
10170,0.5489063159063159
10171,0.29087395164175356
10172,0.3413319597069597
10173,0.261979131979132
10174,0.20141788766788768
10175,0.3284358901332585
10176,0.3351874375624376
10177,0.22817351654193768
10178,0.22626840806252566
10179,0.35544347319347325
10180,0.3662519980019979
10181,0.3023690476190477
10182,0.3059260461760462
10183,0.3232230922672099
10184,0.27631330760742523
10185,0.665902342755284
10186,0.5009713236110296
10187,0.29458175158175165
10188,0.28940731898820127
10189,0.36951665001665
10190,0.31691808763132284
10191,0.20889466089466086
10192,0.32301438838938834
10193,0.2990518093018093
10194,0.2894461616814558
10195,0.27526864436732856
10196,0.25867281840966055
10197,0.781965576090576
10198,0.2396031321619556
10199,0.40701657656069423
10200,0.4299110987052163
10201,0.3332539682539683
10202,0.3036675269175269
10203,0.3473497058497059
10204,0.4943313761401997
10205,0.3768503718503719
10206,0.23909619547119548
10207,0.2397496114996115
10208,0.38940867792338374
10209,0.30449694749694756
10210,0.5415342369618685
10211,0.42517390942390937
10212,0.306580697080697
10213,0.4151574546884145
10214,0.23557475857475854
10215,0.39795283882783883
10216,0.2778109629448638
10217,0.26642057452351564
10218,0.28751356976356973
10219,0.2862682872682873
10220,0.2581777889293369
10221,0.22719654528478056
10222,0.4155701659451659
10223,0.40669453791822213
10224,0.2677266622266622
10225,0.40098232323232325
10226,0.25421167721167726
10227,0.3137371838687628
10228,0.4216273073331896
10229,0.35034153346653346
10230,0.27353657453657454
10231,0.23485425685425684
10232,0.21094556423968186
10233,0.15963536790007377
10234,0.8661022604846135
10235,0.24364987789987785
10236,0.1893106476856477
10237,0.39598903508771927
10238,0.479555121349239
10239,0.3603611429420253
10240,0.2339184426684427
10241,0.2687913197913198
10242,0.21413281571369808
10243,0.6718504730563555
10244,0.3703178994208407
10245,0.5023030303030304
10246,0.38658468432152643
10247,0.4657569171025052
10248,0.5430630341880343
10249,0.44533805083805084
10250,0.24778958133369902
10251,0.32823499234683445
10252,0.5199964479964481
10253,0.31314435564435567
10254,0.2486788628038628
10255,0.22826731601731606
10256,0.22248876123876124
10257,0.29250774389009687
10258,0.30956132756132754
10259,0.4661219197469196
10260,0.24468008625361562
10261,0.49175447754859525
10262,0.3820601343101343
10263,0.3418371628371628
10264,0.30803202026731435
10265,0.33268599456099457
10266,0.3220710590579012
10267,0.5361810134310134
10268,0.29806546231546227
10269,0.26845425407925405
10270,0.4338487345987345
10271,0.37034435825612283
10272,0.35217153679653684
10273,0.1738400488400488
10274,0.3334693362193362
10275,0.3277328329565172
10276,0.4308328425960004
10277,0.29298140748140755
10278,0.4216988566988566
10279,0.33518406593406597
10280,0.33850785325785326
10281,0.24809190809190804
10282,0.4993583083583083
10283,0.39401578731725784
10284,0.1937902603932016
10285,0.3971910866910867
10286,0.5124222166722167
10287,0.522527801876486
10288,0.3129796592296592
10289,0.3407131465026202
10290,0.48918975468975473
10291,0.37873401598401607
10292,0.3334059149914412
10293,0.23101481361775478
10294,0.20778769841269842
10295,0.3450628717687541
10296,0.32477701465201464
10297,0.8283509007332538
10298,0.6346327561327562
10299,0.22209956709956707
10300,0.49550425554837324
10301,0.5547561050061053
10302,0.398119560994561
10303,0.3088570734820735
10304,0.44138655788655795
10305,0.797760101010101
10306,0.48463237639553436
10307,0.4633483044733044
10308,0.4074534909534909
10309,0.2737344681462328
10310,0.5179182622932623
10311,0.283965367965368
10312,0.11228354832302198
10313,0.5036330075153604
10314,0.39570529470529464
10315,0.3500960444783975
10316,0.5724764049160335
10317,0.23776309801309803
10318,0.22668378843378842
10319,0.3886868131868131
10320,0.3825484515484516
10321,0.23800863025863028
10322,0.5948406593406593
10323,0.31083917961123836
10324,0.33917665667665664
10325,0.254798951048951
10326,0.4611399172722703
10327,0.26375974025974025
10328,0.29442640692640687
10329,0.4163265762015761
10330,0.2756947496947497
10331,0.37329797979797974
10332,0.37858960483960485
10333,0.3604937007437007
10334,0.3555062437562438
10335,0.3326045343545343
10336,0.3944358521595364
10337,0.21351082251082254
10338,0.2653082239398028
10339,0.2089151331125015
10340,0.27479667064961183
10341,0.40969585969585975
10342,0.35358559496059494
10343,0.47523205960705966
10344,0.4956185082976879
10345,0.3469132724001146
10346,0.43371808746808727
10347,0.2755924630924631
10348,0.3238774852598382
10349,0.5943078624591782
10350,0.3424828227328229
10351,0.24845760611937076
10352,0.308471890682417
10353,0.5227828282828283
10354,0.1758506493506493
10355,0.35967408979908977
10356,0.30734970584970583
10357,0.44051620193531965
10358,0.32250555000555003
10359,0.28341885891885893
10360,0.34029937709349467
10361,0.1497536213786214
10362,0.3476120750164868
10363,0.28334282384282383
10364,0.3985871891696194
10365,0.2531083638583638
10366,0.28859013453866394
10367,0.41029190254190256
10368,0.09310761460761462
10369,0.25318398268398273
10370,0.36314615939615946
10371,0.32649511599511605
10372,0.4095500120794238
10373,0.43863844798132723
10374,0.3033978798978799
10375,0.42710017760017766
10376,0.3499750587389906
10377,0.23526878676878676
10378,0.4126456131587711
10379,0.4267436740246337
10380,0.7318380785880785
10381,0.41450926850926856
10382,0.3846299811299811
10383,0.8142257448433919
10384,0.2982937895437896
10385,0.49003058787617604
10386,0.3776362402217665
10387,0.372468573093573
10388,0.3933086913086912
10389,0.26699456099456104
10390,0.2652492646242646
10391,0.24414886339151046
10392,0.34823266499582295
10393,0.6384949494949496
10394,0.3481243245059034
10395,0.35192903441587653
10396,0.3500939811822165
10397,0.38678962703962705
10398,0.47593011155511145
10399,0.35649525474525473
10400,0.27464718614718614
10401,0.3825122844991266
10402,0.27232701612113386
10403,0.4798305266434557
10404,0.4216184561052982
10405,0.7800764366352599
10406,0.3169179292929293
10407,0.309434666210982
10408,0.20517307692307693
10409,0.6171768207282914
10410,0.20799877899877894
10411,0.530350912975913
10412,0.26690170940170943
10413,0.7290478132978134
10414,0.3761655289155289
10415,0.20775428737928742
10416,0.23231268731268734
10417,0.37596689932874144
10418,0.2799228132978133
10419,0.3209533195562608
10420,0.5171370271884977
10421,0.6899317488067487
10422,0.30628021978021974
10423,0.5584244085377985
10424,0.2800418437771379
10425,0.2919743589743589
10426,0.29828766005236584
10427,0.3736239177489178
10428,0.5458678266178265
10429,0.14831439393939397
10430,0.1093437950937951
10431,0.2016496836496836
10432,0.822008436008436
10433,0.7717217344059448
10434,0.5926236492265903
10435,0.3270555971805972
10436,0.32566672216672216
10437,0.34294451381951385
